temp,temp_min,temp_max,description,mainDescription,speed,deg,dt_txt,humidity,rain
4.57,4,5,broken clouds,Clouds,3,350,2018/03/30 23:00,86,0
4,4,4,broken clouds,Clouds,5,350,2018/03/31 00:00,86,0
4,4,4,broken clouds,Clouds,5,340,2018/03/31 01:00,86,0
4,4,4,broken clouds,Clouds,5,340,2018/03/31 02:00,93,0
4,4,4,broken clouds,Clouds,5,340,2018/03/31 03:00,93,0
4,4,4,broken clouds,Clouds,6,330,2018/03/31 04:00,93,0
4,4,4,broken clouds,Clouds,5,340,2018/03/31 05:00,93,0
3.57,3,4,broken clouds,Clouds,4,340,2018/03/31 06:00,93,0
3.57,3,4,scattered clouds,Clouds,5,330,2018/03/31 07:00,93,0
3,3,3,broken clouds,Clouds,5,340,2018/03/31 08:00,100,0
4.43,4,5,broken clouds,Clouds,5,350,2018/03/31 09:00,86,0
5.43,5,6,broken clouds,Clouds,6,360,2018/03/31 10:00,81,0
6,6,6,broken clouds,Clouds,7,10,2018/03/31 11:00,75,0
6,6,6,broken clouds,Clouds,7,20,2018/03/31 12:00,81,0
6,6,6,broken clouds,Clouds,6,30,2018/03/31 13:00,75,0
6,6,6,broken clouds,Clouds,7,30,2018/03/31 14:00,70,0
6,6,6,broken clouds,Clouds,6,20,2018/03/31 15:00,75,0
6,6,6,broken clouds,Clouds,6,10,2018/03/31 16:00,70,0
6,6,6,broken clouds,Clouds,6,10,2018/03/31 17:00,70,0
6,6,6,broken clouds,Clouds,6,20,2018/03/31 18:00,70,0
6,6,6,broken clouds,Clouds,5,20,2018/03/31 19:00,70,0
4.57,4,5,broken clouds,Clouds,5,30,2018/03/31 20:00,80,0
4,4,4,broken clouds,Clouds,4,20,2018/03/31 21:00,80,0
3.49,3,4,broken clouds,Clouds,5,20,2018/03/31 22:00,80,0
1.51,1,2,scattered clouds,Clouds,3,30,2018/03/31 23:00,86,0
0.87,0,2,scattered clouds,Clouds,2,320,2018/04/01 00:00,93,0
1.43,1,2,scattered clouds,Clouds,1,0,2018/04/01 01:00,93,0
2,2,2,scattered clouds,Clouds,1,0,2018/04/01 02:00,93,0
2.43,2,3,light shower sleet,Snow,2,350,2018/04/01 03:00,93,0
2.49,2,3,light intensity shower rain,Rain,1,360,2018/04/01 04:00,93,0
2.43,2,3,broken clouds,Clouds,2,10,2018/04/01 05:00,93,0
2.43,2,3,broken clouds,Clouds,2,70,2018/04/01 06:00,93,0
2.43,2,3,broken clouds,Clouds,3,100,2018/04/01 07:00,93,0
3.3,2,5,broken clouds,Clouds,3,90,2018/04/01 08:00,80,0
3.87,3,5,broken clouds,Clouds,5,80,2018/04/01 09:00,80,0
5,5,5,broken clouds,Clouds,5,100,2018/04/01 10:00,80,0
5.43,5,6,broken clouds,Clouds,6,100,2018/04/01 11:00,75,0
5.57,5,6,broken clouds,Clouds,6,90,2018/04/01 12:00,75,0
6,6,6,broken clouds,Clouds,6,90,2018/04/01 13:00,75,0
6,6,6,proximity shower rain,Rain,7,110,2018/04/01 14:00,70,0
5.43,5,6,proximity shower rain,Rain,7,100,2018/04/01 15:00,70,0
5.61,5,6,broken clouds,Clouds,7,90,2018/04/01 16:00,80,0
5,5,5,broken clouds,Clouds,7,90,2018/04/01 17:00,75,0
5,5,5,broken clouds,Clouds,8,90,2018/04/01 18:00,80,0
5,5,5,light rain,Rain,8,90,2018/04/01 19:00,75,0
4.43,4,5,light rain,Rain,8,90,2018/04/01 20:00,75,0
4.43,4,5,light rain,Rain,8,90,2018/04/01 21:00,80,0
4,4,4,light rain,Rain,9,110,2018/04/01 22:00,86,0
3.43,3,4,light rain,Rain,8,110,2018/04/01 23:00,86,0
4,4,4,light rain,Rain,8,90,2018/04/02 00:00,93,0
4,4,4,light rain,Rain,8,90,2018/04/02 00:00,93,0
3,3,3,light rain,Rain,7,110,2018/04/02 01:00,93,0
3.43,3,4,light rain,Rain,9,90,2018/04/02 02:00,86,0
3,3,3,light rain,Rain,10,90,2018/04/02 03:00,93,0
3,3,3,moderate rain,Rain,9,90,2018/04/02 04:00,93,0
3,3,3,light rain,Rain,10,80,2018/04/02 05:00,100,0
3.43,3,4,light rain,Rain,9,90,2018/04/02 06:00,93,0
3,3,3,light rain,Rain,9,90,2018/04/02 07:00,100,0
4,4,4,light rain,Rain,9,80,2018/04/02 08:00,93,0
4,4,4,light rain,Rain,9,80,2018/04/02 09:00,100,0
4,4,4,light rain,Rain,8,80,2018/04/02 10:00,100,0
4.39,4,5,light rain,Rain,8,70,2018/04/02 11:00,93,0
5,5,5,moderate rain,Rain,7,60,2018/04/02 12:00,93,0
5,5,5,light rain,Rain,7,60,2018/04/02 13:00,100,0
5.43,5,6,moderate rain,Rain,5,50,2018/04/02 14:00,100,0
6.43,6,7,moderate rain,Rain,4,40,2018/04/02 15:00,93,0
7,7,7,light rain,Rain,3,20,2018/04/02 16:00,100,0
7,7,7,fog,Fog,2,360,2018/04/02 17:00,100,0
7,7,7,fog,Fog,2,350,2018/04/02 18:00,100,0
7,7,7,fog,Fog,3,360,2018/04/02 19:00,100,0
6.57,6,7,light rain,Rain,2,20,2018/04/02 20:00,100,0
6.57,6,7,moderate rain,Rain,2,10,2018/04/02 21:00,100,0
6.51,6,7,light rain,Rain,2,360,2018/04/02 22:00,100,0
6,6,6,light rain,Rain,2,360,2018/04/02 23:00,100,0
6,6,6,mist,Mist,2,40,2018/04/03 00:00,100,0
10.81,8.94,10.81,clear sky,Clear,6.12,157.001,2018/04/09 12:00,89,0
10.81,8.94,10.81,clear sky,Clear,6.12,157.001,2018/04/09 12:00,89,0
10.1,8.69,10.1,clear sky,Clear,6.86,150.503,2018/04/09 15:00,90,0
9.91,8.37,9.91,clear sky,Clear,4.69,138.5,2018/04/09 18:00,91,0
8.79,7.33,8.79,light rain,Rain,5.06,106.5,2018/04/09 21:00,97,0.185
6.45,6.45,7.27,light rain,Rain,4.82,76.0059,2018/04/10 00:00,97,0.57
7.11,7.11,7.31,light rain,Rain,7.56,60.0039,2018/04/10 03:00,99,0.525
8.21,8.03,8.21,light rain,Rain,9.06,75.0004,2018/04/10 06:00,94,0.775
7.39,7.39,7.58,light rain,Rain,10.41,67.5023,2018/04/10 09:00,96,0.905
6.93,6.93,7.34,light rain,Rain,9.66,68.0084,2018/04/10 09:00,97,0.22625
7.14,7.14,7.44,light rain,Rain,8.71,42.5,2018/04/10 12:00,97,0.45
7.41,7.32,7.41,light rain,Rain,8.92,34.0022,2018/04/10 15:00,98,0.29
7.19,7.19,7.45,light rain,Rain,8.06,32.5049,2018/04/10 18:00,97,0.1075
7.73,7.73,7.73,light rain,Rain,6.02,36.5026,2018/04/10 21:00,95,0.11
7.66,7.66,7.93,light rain,Rain,5.27,54.0024,2018/04/11 00:00,94,0.05
7.7,7.7,8.13,light rain,Rain,5.46,62.5067,2018/04/11 03:00,93,0.0875
7.47,7.47,8.03,light rain,Rain,5.27,78.0002,2018/04/11 06:00,94,0.4
7.63,7.63,8.31,light rain,Rain,5.27,73.0027,2018/04/11 09:00,92,0.015
8.12,7.74,8.12,light rain,Rain,4.22,43.0025,2018/04/11 12:00,97,0.025
7.55,7.55,7.83,scattered clouds,Clouds,4.01,43.0015,2018/04/11 15:00,98,0
8.09,7.93,8.09,light rain,Rain,5.11,37.5002,2018/04/11 18:00,95,0.055
8.23,8.23,8.73,light rain,Rain,5.81,59.0009,2018/04/11 21:00,90,0.185
7.97,7.97,8.53,light rain,Rain,8.55,83.5006,2018/04/12 00:00,92,0.21
6.86,6.86,7.9,light rain,Rain,7.98,82.0017,2018/04/12 03:00,95,0.545
6.64,6.64,7.56,light rain,Rain,7.81,82.5028,2018/04/12 06:00,98,0.18
6.4,6.4,7.54,light rain,Rain,7.06,80.0012,2018/04/12 09:00,98,0.4
7.45,7.41,7.45,light rain,Rain,5.16,79.0002,2018/04/12 12:00,100,0.03156
7.47,7.47,7.47,light rain,Rain,5.22,68.5,2018/04/12 15:00,98,0.02742
7.56,7.56,7.8,light rain,Rain,4.57,53.5052,2018/04/12 18:00,96,1.00734
7.95,7.95,8.23,light rain,Rain,5.72,60.5047,2018/04/12 21:00,95,0.48276
7.63,7.63,8.11,light rain,Rain,5.93,71.0014,2018/04/13 00:00,96,0.2492
6.86,6.86,7.6,light rain,Rain,5.31,69.0008,2018/04/13 03:00,99,0.18275
6.77,6.77,7.44,light rain,Rain,4.48,53.004,2018/04/13 06:00,98,0.05679
6.73,6.73,7.69,light rain,Rain,2.63,30.5067,2018/04/13 09:00,100,0.04733
9.39,8.91,9.39,light rain,Rain,4.66,155,2018/04/13 18:00,94,0.00428
9.87,9.39,9.87,light rain,Rain,4.51,181.003,2018/04/13 21:00,89,0.00442
7.26,7.26,8.07,clear sky,Clear,4.31,193.503,2018/04/14 00:00,95,0
5.9,5.9,7,clear sky,Clear,3.57,197.004,2018/04/14 03:00,100,0
7.07,7.07,7.11,light rain,Rain,4.19,177.005,2018/04/14 06:00,100,0.00217
8.11,8.11,8.4,light rain,Rain,4.84,169.502,2018/04/14 09:00,93,0.03015
11.04,8.91,11.04,light rain,Rain,8.19,161.005,2018/04/14 12:00,93,0.02045
11.09,9.36,11.09,light rain,Rain,8.11,164.001,2018/04/14 15:00,90,0.0033
