temp,temp_min,temp_max,description,mainDescription,speed,deg,dt_txt,humidity,rain
4,4,4,broken clouds,Clouds,11,240,2018/01/01 00:00,80,0
4.43,4,5,light rain,Rain,13,240,2018/01/01 01:00,80,0
4,4,4,scattered clouds,Clouds,10,240,2018/01/01 02:00,86,0
4.43,4,5,light intensity shower rain,Rain,12,250,2018/01/01 03:00,80,0
4.43,4,5,scattered clouds,Clouds,9,240,2018/01/01 04:00,80,0
5,5,5,broken clouds,Clouds,10,240,2018/01/01 05:00,80,0
5,5,5,broken clouds,Clouds,7,230,2018/01/01 06:00,80,0
4.43,4,5,broken clouds,Clouds,6,230,2018/01/01 07:00,80,0
4,4,4,broken clouds,Clouds,6,230,2018/01/01 08:00,86,0
4,4,4,broken clouds,Clouds,6,240,2018/01/01 09:00,86,0
4.43,4,5,scattered clouds,Clouds,8,240,2018/01/01 10:00,80,0
5.43,5,6,broken clouds,Clouds,10,250,2018/01/01 11:00,81,0
6.43,6,7,broken clouds,Clouds,13,260,2018/01/01 12:00,75,0
7,7,7,light intensity shower rain,Rain,13,280,2018/01/01 13:00,81,0
7.13,6,8,light intensity shower rain,Rain,13,280,2018/01/01 14:00,87,0
7,7,7,light intensity shower rain,Rain,9,280,2018/01/01 15:00,81,0
7,7,7,broken clouds,Clouds,11,280,2018/01/01 16:00,81,0
6,6,6,few clouds,Clouds,9,280,2018/01/01 17:00,81,0
5.57,5,6,few clouds,Clouds,7,280,2018/01/01 18:00,86,0
5,5,5,few clouds,Clouds,6,260,2018/01/01 19:00,86,0
5,5,5,scattered clouds,Clouds,7,270,2018/01/01 20:00,80,0
5,5,5,scattered clouds,Clouds,7,260,2018/01/01 21:00,75,0
4,4,4,scattered clouds,Clouds,8,260,2018/01/01 22:00,80,0
3,3,3,scattered clouds,Clouds,7,260,2018/01/01 23:00,100,0
3.57,3,4,scattered clouds,Clouds,6,250,2018/01/02 00:00,100,0
3.43,3,4,broken clouds,Clouds,5,250,2018/01/02 01:00,100,0
4,4,4,broken clouds,Clouds,5,240,2018/01/02 02:00,100,0
4.57,4,5,broken clouds,Clouds,3,210,2018/01/02 03:00,100,0
4.57,4,5,broken clouds,Clouds,2,160,2018/01/02 04:00,100,0
5.57,5,6,broken clouds,Clouds,4,150,2018/01/02 05:00,75,0
6.13,5,7,light rain,Rain,4,150,2018/01/02 06:00,75,0
6.57,6,7,moderate rain,Rain,4,160,2018/01/02 07:00,87,0
6.57,6,7,light rain,Rain,6,150,2018/01/02 08:00,93,0
8,8,8,light rain,Rain,5,180,2018/01/02 09:00,87,0
9,9,9,light rain,Rain,10,220,2018/01/02 10:00,87,0
9,9,9,scattered clouds,Clouds,9,240,2018/01/02 11:00,87,0
9.49,9,10,broken clouds,Clouds,10,250,2018/01/02 12:00,81,0
9.49,9,10,broken clouds,Clouds,11,250,2018/01/02 13:00,76,0
9.49,9,10,proximity shower rain,Rain,9,250,2018/01/02 14:00,76,0
9,9,9,light rain,Rain,9,230,2018/01/02 15:00,81,0
8,8,8,light rain,Rain,7,220,2018/01/02 16:00,93,0
8,8,8,light rain,Rain,6,190,2018/01/02 17:00,93,0
8,8,8,light rain,Rain,5,150,2018/01/02 18:00,93,0
10.43,10,11,light intensity drizzle,Drizzle,10,210,2018/01/02 19:00,81,0
10,10,10,light intensity shower rain,Rain,15,250,2018/01/02 20:00,76,0
8.43,8,9,broken clouds,Clouds,17,250,2018/01/02 21:00,70,0
8,8,8,light intensity shower rain,Rain,15,260,2018/01/02 22:00,75,0
6,6,6,light intensity shower rain,Rain,14,260,2018/01/02 23:00,87,0
5,5,5,shower rain,Rain,12,250,2018/01/03 00:00,86,0
5,5,5,broken clouds,Clouds,11,250,2018/01/03 01:00,80,0
5,5,5,light intensity shower rain,Rain,12,250,2018/01/03 02:00,80,0
5.43,5,6,scattered clouds,Clouds,13,250,2018/01/03 03:00,81,0
5.57,5,6,light intensity shower rain,Rain,15,270,2018/01/03 04:00,86,0
5,5,5,light intensity shower rain,Rain,13,260,2018/01/03 05:00,86,0
5.43,5,6,scattered clouds,Clouds,10,250,2018/01/03 06:00,81,0
6,6,6,shower rain,Rain,10,250,2018/01/03 07:00,87,0
6.43,6,7,broken clouds,Clouds,15,260,2018/01/03 08:00,75,0
6.49,6,7,light intensity shower rain,Rain,11,250,2018/01/03 09:00,81,0
6.49,6,7,few clouds,Clouds,13,250,2018/01/03 10:00,75,0
6.49,6,7,light intensity shower rain,Rain,14,260,2018/01/03 11:00,81,0
6.49,6,7,light intensity shower rain,Rain,11,250,2018/01/03 12:00,81,0
7,7,7,light intensity shower rain,Rain,12,250,2018/01/03 13:00,87,0
7.51,7,8,proximity shower rain,Rain,11,250,2018/01/03 14:00,87,0
7.49,7,8,light intensity shower rain,Rain,13,250,2018/01/03 15:00,75,0
8,8,8,broken clouds,Clouds,13,250,2018/01/03 16:00,75,0
8,8,8,broken clouds,Clouds,13,250,2018/01/03 17:00,75,0
8,8,8,broken clouds,Clouds,12,250,2018/01/03 18:00,75,0
7,7,7,broken clouds,Clouds,13,250,2018/01/03 19:00,81,0
7,7,7,broken clouds,Clouds,11,260,2018/01/03 20:00,81,0
7,7,7,scattered clouds,Clouds,11,250,2018/01/03 21:00,81,0
7,7,7,scattered clouds,Clouds,10,250,2018/01/03 22:00,75,0
6,6,6,scattered clouds,Clouds,8,240,2018/01/03 23:00,81,0
6,6,6,scattered clouds,Clouds,6,230,2018/01/04 00:00,81,0
6,6,6,broken clouds,Clouds,6,230,2018/01/04 01:00,87,0
6,6,6,broken clouds,Clouds,4,230,2018/01/04 02:00,81,0
5,5,5,moderate rain,Rain,4,210,2018/01/04 03:00,86,0
4,4,4,moderate rain,Rain,1,0,2018/01/04 04:00,93,0
4,4,4,moderate rain,Rain,6,140,2018/01/04 05:00,93,0
4,4,4,rain and drizzle,Drizzle,8,130,2018/01/04 06:00,100,0
5,5,5,rain and drizzle,Drizzle,10,150,2018/01/04 07:00,93,0
7.7,6,9,broken clouds,Clouds,5,150,2018/01/04 08:00,93,0
9.51,9,10,broken clouds,Clouds,5,220,2018/01/04 09:00,87,0
9,9,9,broken clouds,Clouds,7,240,2018/01/04 10:00,87,0
7.49,7,8,light rain,Rain,10,250,2018/01/04 11:00,93,0
5,5,5,scattered clouds,Clouds,14,290,2018/01/04 12:00,80,0
5,5,5,light intensity drizzle,Drizzle,11,280,2018/01/04 13:00,86,0
6,6,6,scattered clouds,Clouds,13,280,2018/01/04 14:00,81,0
6,6,6,broken clouds,Clouds,11,280,2018/01/04 15:00,81,0
6,6,6,few clouds,Clouds,9,270,2018/01/04 16:00,75,0
5.43,5,6,scattered clouds,Clouds,7,250,2018/01/04 17:00,75,0
5,5,5,broken clouds,Clouds,7,250,2018/01/04 18:00,86,0
5,5,5,broken clouds,Clouds,9,260,2018/01/04 19:00,86,0
5,5,5,broken clouds,Clouds,3,220,2018/01/04 20:00,80,0
4.43,4,5,broken clouds,Clouds,4,230,2018/01/04 21:00,80,0
4,4,4,scattered clouds,Clouds,4,240,2018/01/04 22:00,86,0
4.43,4,5,broken clouds,Clouds,4,220,2018/01/04 23:00,80,0
4,4,4,broken clouds,Clouds,3,220,2018/01/05 00:00,86,0
4,4,4,broken clouds,Clouds,2,230,2018/01/05 01:00,86,0
4,4,4,broken clouds,Clouds,2,270,2018/01/05 02:00,86,0
4,4,4,broken clouds,Clouds,3,260,2018/01/05 03:00,86,0
3,3,3,broken clouds,Clouds,3,270,2018/01/05 04:00,93,0
2,2,2,broken clouds,Clouds,3,280,2018/01/05 05:00,93,0
2,2,2,broken clouds,Clouds,3,270,2018/01/05 06:00,93,0
2,2,2,few clouds,Clouds,4,270,2018/01/05 07:00,93,0
2,2,2,scattered clouds,Clouds,4,260,2018/01/05 08:00,93,0
2,2,2,broken clouds,Clouds,4,250,2018/01/05 09:00,93,0
2,2,2,broken clouds,Clouds,4,240,2018/01/05 10:00,93,0
3,3,3,broken clouds,Clouds,4,250,2018/01/05 11:00,86,0
4.01,3,5,broken clouds,Clouds,4,240,2018/01/05 12:00,86,0
5,5,5,broken clouds,Clouds,4,230,2018/01/05 13:00,80,0
6.49,6,7,broken clouds,Clouds,4,230,2018/01/05 14:00,70,0
6,6,6,broken clouds,Clouds,5,230,2018/01/05 15:00,75,0
5,5,5,scattered clouds,Clouds,2,190,2018/01/05 16:00,80,0
5,5,5,scattered clouds,Clouds,2,200,2018/01/05 17:00,80,0
4,4,4,scattered clouds,Clouds,3,210,2018/01/05 18:00,80,0
4,4,4,broken clouds,Clouds,2,170,2018/01/05 19:00,80,0
3.57,3,4,broken clouds,Clouds,3,150,2018/01/05 20:00,86,0
2.7,1,4,broken clouds,Clouds,3,140,2018/01/05 21:00,100,0
2.26,0,4,Sky is Clear,Clear,2,140,2018/01/05 22:00,100,0
0.7,-1,2,broken clouds,Clouds,0,360,2018/01/05 23:00,100,0
1.13,0,2,broken clouds,Clouds,2,100,2018/01/06 00:00,100,0
0.57,0,1,broken clouds,Clouds,2,20,2018/01/06 01:00,100,0
0.13,-1,1,broken clouds,Clouds,3,40,2018/01/06 02:00,100,0
1.87,1,3,broken clouds,Clouds,4,60,2018/01/06 03:00,93,0
2.87,2,4,scattered clouds,Clouds,5,50,2018/01/06 04:00,86,0
3.87,3,5,broken clouds,Clouds,6,60,2018/01/06 05:00,80,0
4.87,4,6,broken clouds,Clouds,7,50,2018/01/06 06:00,75,0
5,5,5,broken clouds,Clouds,7,50,2018/01/06 07:00,75,0
5.57,5,6,broken clouds,Clouds,8,50,2018/01/06 08:00,80,0
5.57,5,6,broken clouds,Clouds,8,50,2018/01/06 09:00,75,0
5.57,5,6,broken clouds,Clouds,8,50,2018/01/06 10:00,75,0
6,6,6,broken clouds,Clouds,8,60,2018/01/06 11:00,75,0
6,6,6,broken clouds,Clouds,10,60,2018/01/06 12:00,70,0
6,6,6,light intensity shower rain,Rain,9,50,2018/01/06 13:00,75,0
6,6,6,proximity shower rain,Rain,9,60,2018/01/06 14:00,100,0
5.57,5,6,broken clouds,Clouds,10,50,2018/01/06 15:00,100,0
5,5,5,broken clouds,Clouds,7,50,2018/01/06 16:00,100,0
4.57,4,5,broken clouds,Clouds,7,50,2018/01/06 17:00,69,0
5,5,5,broken clouds,Clouds,7,60,2018/01/06 18:00,100,0
5,5,5,light intensity shower rain,Rain,6,60,2018/01/06 19:00,100,0
4.57,4,5,broken clouds,Clouds,7,70,2018/01/06 20:00,100,0
4,4,4,broken clouds,Clouds,5,60,2018/01/06 21:00,100,0
3.57,3,4,scattered clouds,Clouds,4,60,2018/01/06 22:00,100,0
3.57,3,4,few clouds,Clouds,5,50,2018/01/06 23:00,100,0
3,3,3,few clouds,Clouds,5,60,2018/01/07 00:00,100,0
3,3,3,light intensity shower rain,Rain,4,50,2018/01/07 01:00,100,0
3,3,3,scattered clouds,Clouds,4,40,2018/01/07 02:00,86,0
3,3,3,scattered clouds,Clouds,4,50,2018/01/07 03:00,86,0
2,2,2,few clouds,Clouds,3,70,2018/01/07 04:00,100,0
1,1,1,few clouds,Clouds,3,80,2018/01/07 05:00,100,0
0.3,-1,2,scattered clouds,Clouds,3,80,2018/01/07 06:00,100,0
0.3,-1,2,scattered clouds,Clouds,5,80,2018/01/07 07:00,80,0
0.6,-2,4,scattered clouds,Clouds,4,80,2018/01/07 08:00,100,0
1.17,-1,4,broken clouds,Clouds,5,90,2018/01/07 09:00,69,0
1.6,-1,5,broken clouds,Clouds,5,90,2018/01/07 10:00,65,0
5,5,5,broken clouds,Clouds,5,100,2018/01/07 11:00,100,0
5.43,5,6,broken clouds,Clouds,6,110,2018/01/07 12:00,60,0
5.43,5,6,broken clouds,Clouds,6,100,2018/01/07 13:00,100,0
6,6,6,broken clouds,Clouds,6,100,2018/01/07 14:00,60,0
5,5,5,scattered clouds,Clouds,6,110,2018/01/07 15:00,65,0
4.57,4,5,broken clouds,Clouds,6,90,2018/01/07 16:00,100,0
3.57,3,4,broken clouds,Clouds,6,90,2018/01/07 17:00,64,0
2.57,2,3,broken clouds,Clouds,6,90,2018/01/07 18:00,74,0
1,1,1,broken clouds,Clouds,4,100,2018/01/07 19:00,80,0
2,2,2,broken clouds,Clouds,4,110,2018/01/07 20:00,69,0
2,2,2,broken clouds,Clouds,5,100,2018/01/07 21:00,64,0
1.57,1,2,scattered clouds,Clouds,5,100,2018/01/07 22:00,69,0
2,2,2,scattered clouds,Clouds,5,110,2018/01/07 23:00,64,0
0.57,0,1,scattered clouds,Clouds,4,100,2018/01/08 00:00,100,0
1.13,0,2,scattered clouds,Clouds,4,100,2018/01/08 01:00,100,0
0.26,-2,2,scattered clouds,Clouds,4,100,2018/01/08 02:00,86,0
-0.3,-2,1,scattered clouds,Clouds,5,100,2018/01/08 03:00,79,0
-0.3,-2,1,scattered clouds,Clouds,4,100,2018/01/08 04:00,79,0
-0.43,-1,0,scattered clouds,Clouds,4,100,2018/01/08 05:00,74,0
-0.87,-2,0,scattered clouds,Clouds,3,100,2018/01/08 06:00,79,0
-0.87,-2,0,scattered clouds,Clouds,3,90,2018/01/08 07:00,79,0
0.13,-1,1,scattered clouds,Clouds,3,100,2018/01/08 08:00,74,0
-0.49,-1,0,Sky is Clear,Clear,3,90,2018/01/08 09:00,74,0
0.52,-1,2,Sky is Clear,Clear,4,100,2018/01/08 10:00,80,0
3,3,3,scattered clouds,Clouds,5,100,2018/01/08 11:00,69,0
5,5,5,few clouds,Clouds,6,130,2018/01/08 12:00,56,0
5,5,5,few clouds,Clouds,6,140,2018/01/08 13:00,60,0
5,5,5,scattered clouds,Clouds,6,130,2018/01/08 14:00,100,0
4.49,4,5,scattered clouds,Clouds,7,150,2018/01/08 15:00,100,0
3.49,3,4,broken clouds,Clouds,5,160,2018/01/08 16:00,100,0
3.49,3,4,broken clouds,Clouds,5,150,2018/01/08 17:00,100,0
2.87,2,4,broken clouds,Clouds,5,150,2018/01/08 18:00,80,0
3.43,3,4,broken clouds,Clouds,7,140,2018/01/08 19:00,80,0
3.43,3,4,broken clouds,Clouds,6,140,2018/01/08 20:00,80,0
3.43,3,4,broken clouds,Clouds,8,140,2018/01/08 21:00,86,0
3.43,3,4,broken clouds,Clouds,8,140,2018/01/08 22:00,86,0
3.43,3,4,broken clouds,Clouds,10,140,2018/01/08 23:00,86,0
3.43,3,4,broken clouds,Clouds,8,150,2018/01/09 00:00,93,0
3.43,3,4,broken clouds,Clouds,6,150,2018/01/09 01:00,93,0
4,4,4,broken clouds,Clouds,7,160,2018/01/09 02:00,93,0
4,4,4,broken clouds,Clouds,9,160,2018/01/09 03:00,86,0
4,4,4,broken clouds,Clouds,7,150,2018/01/09 04:00,93,0
4.57,4,5,light intensity drizzle,Drizzle,7,150,2018/01/09 05:00,100,0
5,5,5,light intensity drizzle,Drizzle,5,170,2018/01/09 06:00,93,0
5,5,5,light intensity drizzle,Drizzle,7,160,2018/01/09 07:00,93,0
5,5,5,light intensity drizzle,Drizzle,12,140,2018/01/09 08:00,93,0
5,5,5,light intensity drizzle,Drizzle,10,150,2018/01/09 09:00,93,0
5,5,5,light intensity drizzle,Drizzle,8,150,2018/01/09 10:00,93,0
5,5,5,light intensity drizzle,Drizzle,9,140,2018/01/09 11:00,93,0
5.51,5,6,light intensity drizzle,Drizzle,9,140,2018/01/09 12:00,100,0
6,6,6,light intensity drizzle,Drizzle,9,140,2018/01/09 13:00,93,0
6.51,6,7,light intensity drizzle,Drizzle,7,140,2018/01/09 14:00,93,0
7.01,6,8,light intensity drizzle,Drizzle,9,140,2018/01/09 15:00,100,0
7.51,7,8,light intensity drizzle,Drizzle,10,140,2018/01/09 16:00,93,0
7.57,7,8,light intensity drizzle,Drizzle,12,150,2018/01/09 17:00,93,0
7.57,7,8,light intensity drizzle rain,Drizzle,10,140,2018/01/09 18:00,100,0
8,8,8,light intensity drizzle rain,Drizzle,10,150,2018/01/09 19:00,93,0
8.57,8,9,light intensity drizzle,Drizzle,5,160,2018/01/09 20:00,93,0
7.57,7,8,light intensity drizzle rain,Drizzle,6,250,2018/01/09 21:00,93,0
7,7,7,broken clouds,Clouds,3,210,2018/01/09 22:00,87,0
5.43,5,6,broken clouds,Clouds,3,230,2018/01/09 23:00,93,0
6,6,6,broken clouds,Clouds,4,230,2018/01/10 00:00,93,0
4.43,4,5,broken clouds,Clouds,4,240,2018/01/10 01:00,93,0
5,5,5,scattered clouds,Clouds,3,240,2018/01/10 02:00,93,0
4,4,4,scattered clouds,Clouds,3,240,2018/01/10 03:00,93,0
4.43,4,5,scattered clouds,Clouds,3,260,2018/01/10 04:00,93,0
4.43,4,5,light rain,Rain,3,240,2018/01/10 05:00,93,0
4.87,4,6,light rain,Rain,4,260,2018/01/10 06:00,87,0
3.43,3,4,scattered clouds,Clouds,3,250,2018/01/10 07:00,93,0
3.43,3,4,few clouds,Clouds,2,260,2018/01/10 08:00,86,0
2.01,1,3,few clouds,Clouds,1,216,2018/01/10 09:00,100,0
2.01,1,3,fog,Fog,1,0,2018/01/10 10:00,100,0
4.02,2,6,few clouds,Clouds,1,60,2018/01/10 11:00,100,0
6.51,6,7,few clouds,Clouds,2,130,2018/01/10 12:00,87,0
7,7,7,few clouds,Clouds,2,90,2018/01/10 13:00,81,0
6.51,6,7,broken clouds,Clouds,2,70,2018/01/10 14:00,93,0
6.51,6,7,fog,Fog,4,60,2018/01/10 15:00,93,0
5.51,5,6,fog,Fog,2,80,2018/01/10 16:00,93,0
4.57,4,5,fog,Fog,4,40,2018/01/10 17:00,100,0
4.49,4,5,fog,Fog,4,40,2018/01/10 18:00,100,0
4,4,4,fog,Fog,3,30,2018/01/10 19:00,100,0
4,4,4,fog,Fog,2,340,2018/01/10 20:00,100,0
4.43,4,5,mist,Mist,2,360,2018/01/10 21:00,100,0
5,5,5,mist,Mist,5,10,2018/01/10 22:00,100,0
5,5,5,fog,Fog,4,30,2018/01/10 23:00,100,0
4.57,4,5,fog,Fog,4,30,2018/01/11 00:00,100,0
4.57,4,5,fog,Fog,4,20,2018/01/11 01:00,100,0
4.57,4,5,mist,Mist,3,360,2018/01/11 02:00,100,0
3.7,2,5,fog,Fog,2,310,2018/01/11 03:00,93,0
2.7,1,4,mist,Mist,2,330,2018/01/11 04:00,107,0
3.13,2,4,fog,Fog,2,10,2018/01/11 05:00,100,0
3.13,2,4,fog,Fog,3,30,2018/01/11 06:00,100,0
2.13,1,3,fog,Fog,3,340,2018/01/11 07:00,100,0
2.13,1,3,mist,Mist,2,330,2018/01/11 08:00,100,0
1.52,0,3,mist,Mist,2,280,2018/01/11 09:00,100,0
1.01,0,2,fog,Fog,3,270,2018/01/11 10:00,100,0
1.51,1,2,fog,Fog,2,270,2018/01/11 11:00,100,0
3,3,3,fog,Fog,2,280,2018/01/11 12:00,100,0
3.49,3,4,fog,Fog,3,280,2018/01/11 13:00,93,0
3.49,3,4,fog,Fog,3,280,2018/01/11 14:00,93,0
3.99,3,5,fog,Fog,2,290,2018/01/11 15:00,86,0
3,3,3,fog,Fog,1,0,2018/01/11 16:00,93,0
2.51,2,3,fog,Fog,1,0,2018/01/11 17:00,100,0
2.13,1,3,fog,Fog,2,260,2018/01/11 18:00,100,0
1.26,-1,3,mist,Mist,0,0,2018/01/11 19:00,100,0
0.83,-2,3,mist,Mist,1,0,2018/01/11 20:00,100,0
0.26,-2,2,fog,Fog,3,120,2018/01/11 21:00,92,0
-0.3,-2,1,fog,Fog,2,150,2018/01/11 22:00,92,0
0.74,-1,3,fog,Fog,2,150,2018/01/11 23:00,93,0
0.17,-2,3,fog,Fog,3,150,2018/01/12 00:00,93,0
0.17,-2,3,mist,Mist,3,150,2018/01/12 01:00,93,0
0.04,-3,4,few clouds,Clouds,3,150,2018/01/12 02:00,93,0
1.04,-2,5,few clouds,Clouds,6,140,2018/01/12 03:00,86,0
3.3,2,5,scattered clouds,Clouds,6,140,2018/01/12 04:00,86,0
2.74,1,5,scattered clouds,Clouds,7,150,2018/01/12 05:00,86,0
2.17,0,5,broken clouds,Clouds,6,140,2018/01/12 06:00,80,0
3.87,3,5,scattered clouds,Clouds,6,150,2018/01/12 07:00,80,0
4.43,4,5,scattered clouds,Clouds,8,150,2018/01/12 08:00,80,0
5,5,5,broken clouds,Clouds,4,160,2018/01/12 09:00,80,0
6,6,6,broken clouds,Clouds,7,160,2018/01/12 10:00,81,0
7,7,7,broken clouds,Clouds,6,150,2018/01/12 11:00,81,0
8,8,8,broken clouds,Clouds,10,170,2018/01/12 12:00,70,0
8,8,8,broken clouds,Clouds,8,170,2018/01/12 13:00,75,0
8,8,8,broken clouds,Clouds,9,150,2018/01/12 14:00,75,0
8,8,8,broken clouds,Clouds,8,150,2018/01/12 15:00,70,0
8,8,8,broken clouds,Clouds,8,160,2018/01/12 16:00,81,0
8,8,8,broken clouds,Clouds,7,150,2018/01/12 17:00,81,0
8,8,8,broken clouds,Clouds,8,160,2018/01/12 18:00,75,0
8,8,8,broken clouds,Clouds,9,160,2018/01/12 19:00,81,0
8,8,8,broken clouds,Clouds,11,150,2018/01/12 20:00,87,0
8,8,8,broken clouds,Clouds,11,140,2018/01/12 21:00,87,0
8,8,8,broken clouds,Clouds,10,150,2018/01/12 22:00,81,0
8,8,8,light intensity drizzle,Drizzle,12,150,2018/01/12 23:00,81,0
8,8,8,broken clouds,Clouds,9,150,2018/01/13 00:00,87,0
8,8,8,light intensity drizzle,Drizzle,9,150,2018/01/13 01:00,87,0
7.57,7,8,light intensity drizzle,Drizzle,9,150,2018/01/13 02:00,93,0
8,8,8,broken clouds,Clouds,9,140,2018/01/13 03:00,81,0
7.57,7,8,light rain,Rain,9,150,2018/01/13 04:00,87,0
7.57,7,8,light intensity drizzle,Drizzle,8,150,2018/01/13 05:00,87,0
7.57,7,8,light intensity drizzle,Drizzle,9,150,2018/01/13 06:00,87,0
7,7,7,light intensity drizzle,Drizzle,10,150,2018/01/13 07:00,87,0
7.57,7,8,light intensity drizzle,Drizzle,9,140,2018/01/13 08:00,87,0
7.57,7,8,light intensity drizzle,Drizzle,10,140,2018/01/13 09:00,93,0
7.57,7,8,light intensity drizzle,Drizzle,10,150,2018/01/13 10:00,93,0
7.57,7,8,light intensity drizzle,Drizzle,10,150,2018/01/13 11:00,93,0
7.57,7,8,light intensity drizzle,Drizzle,8,150,2018/01/13 12:00,93,0
8.13,7,9,light intensity drizzle,Drizzle,6,160,2018/01/13 13:00,93,0
8.57,8,9,light intensity drizzle,Drizzle,7,160,2018/01/13 14:00,87,0
7.57,7,8,light intensity drizzle,Drizzle,8,150,2018/01/13 15:00,93,0
8.57,8,9,light intensity drizzle,Drizzle,8,150,2018/01/13 16:00,87,0
7.57,7,8,light intensity drizzle,Drizzle,8,150,2018/01/13 17:00,100,0
7.57,7,8,light intensity drizzle,Drizzle,7,150,2018/01/13 18:00,100,0
7.57,7,8,broken clouds,Clouds,5,160,2018/01/13 19:00,100,0
7.57,7,8,broken clouds,Clouds,4,150,2018/01/13 20:00,100,0
7,7,7,scattered clouds,Clouds,4,140,2018/01/13 21:00,100,0
4.73,3,7,scattered clouds,Clouds,3,140,2018/01/13 22:00,93,0
5.87,5,7,broken clouds,Clouds,3,150,2018/01/13 23:00,93,0
5.87,5,7,broken clouds,Clouds,3,150,2018/01/14 00:00,93,0
5.43,5,6,scattered clouds,Clouds,2,170,2018/01/14 01:00,100,0
3.87,3,5,few clouds,Clouds,3,140,2018/01/14 02:00,93,0
3.13,2,4,few clouds,Clouds,2,180,2018/01/14 03:00,100,0
2,2,2,few clouds,Clouds,3,160,2018/01/14 04:00,100,0
3.57,3,4,few clouds,Clouds,3,180,2018/01/14 05:00,93,0
3,3,3,few clouds,Clouds,3,180,2018/01/14 06:00,93,0
3.43,3,4,few clouds,Clouds,3,210,2018/01/14 07:00,86,0
0.43,0,1,fog,Fog,3,180,2018/01/14 08:00,86,0
0,0,0,few clouds,Clouds,2,180,2018/01/14 09:00,100,0
3,3,3,few clouds,Clouds,3,200,2018/01/14 10:00,93,0
4.43,4,5,scattered clouds,Clouds,2,210,2018/01/14 11:00,86,0
7,7,7,scattered clouds,Clouds,2,190,2018/01/14 12:00,81,0
8,8,8,broken clouds,Clouds,5,220,2018/01/14 13:00,75,0
8,8,8,broken clouds,Clouds,7,200,2018/01/14 14:00,75,0
8,8,8,broken clouds,Clouds,7,200,2018/01/14 15:00,70,0
8,8,8,broken clouds,Clouds,7,200,2018/01/14 16:00,75,0
8,8,8,broken clouds,Clouds,8,200,2018/01/14 17:00,81,0
8,8,8,light rain,Rain,8,200,2018/01/14 18:00,81,0
7,7,7,light rain,Rain,9,200,2018/01/14 19:00,87,0
7.43,7,8,light intensity drizzle rain,Drizzle,10,200,2018/01/14 20:00,87,0
8,8,8,light intensity drizzle rain,Drizzle,10,210,2018/01/14 21:00,93,0
8,8,8,light intensity drizzle rain,Drizzle,10,210,2018/01/14 22:00,93,0
9,9,9,light intensity drizzle rain,Drizzle,10,220,2018/01/14 23:00,93,0
9,9,9,rain and drizzle,Drizzle,9,220,2018/01/15 00:00,93,0
9,9,9,light intensity drizzle rain,Drizzle,8,230,2018/01/15 01:00,100,0
9.43,9,10,light intensity drizzle,Drizzle,9,240,2018/01/15 02:00,93,0
9.43,9,10,light intensity drizzle rain,Drizzle,7,250,2018/01/15 03:00,93,0
9,9,9,light intensity drizzle,Drizzle,8,250,2018/01/15 04:00,93,0
9,9,9,broken clouds,Clouds,7,250,2018/01/15 05:00,93,0
9,9,9,light intensity drizzle,Drizzle,8,250,2018/01/15 06:00,93,0
9,9,9,light intensity drizzle,Drizzle,8,250,2018/01/15 07:00,87,0
8,8,8,light intensity drizzle,Drizzle,9,260,2018/01/15 08:00,93,0
8,8,8,broken clouds,Clouds,8,270,2018/01/15 09:00,87,0
7,7,7,broken clouds,Clouds,8,260,2018/01/15 10:00,93,0
7,7,7,scattered clouds,Clouds,8,270,2018/01/15 11:00,87,0
7,7,7,broken clouds,Clouds,10,270,2018/01/15 12:00,81,0
7,7,7,broken clouds,Clouds,10,260,2018/01/15 13:00,81,0
7,7,7,light intensity shower rain,Rain,9,270,2018/01/15 14:00,81,0
6,6,6,light intensity shower rain,Rain,7,270,2018/01/15 15:00,87,0
6,6,6,proximity shower rain,Rain,11,260,2018/01/15 16:00,81,0
5.57,5,6,proximity shower rain,Rain,8,270,2018/01/15 17:00,86,0
5,5,5,proximity shower rain,Rain,8,260,2018/01/15 18:00,80,0
5,5,5,broken clouds,Clouds,8,250,2018/01/15 19:00,86,0
5,5,5,light intensity shower rain,Rain,9,260,2018/01/15 20:00,80,0
5,5,5,broken clouds,Clouds,9,250,2018/01/15 21:00,80,0
4,4,4,broken clouds,Clouds,9,260,2018/01/15 22:00,86,0
4,4,4,light intensity shower rain,Rain,10,270,2018/01/15 23:00,86,0
3,3,3,broken clouds,Clouds,8,260,2018/01/16 00:00,86,0
3,3,3,broken clouds,Clouds,9,260,2018/01/16 01:00,86,0
3,3,3,light intensity shower rain,Rain,10,260,2018/01/16 02:00,100,0
2.57,2,3,light intensity shower rain,Rain,10,260,2018/01/16 03:00,100,0
3,3,3,light intensity shower rain,Rain,10,260,2018/01/16 04:00,100,0
2.57,2,3,broken clouds,Clouds,11,260,2018/01/16 05:00,100,0
1.41,1,2,broken clouds,Clouds,9,250,2018/01/16 06:00,100,0
2,2,2,broken clouds,Clouds,9,250,2018/01/16 07:00,100,0
1.43,1,2,broken clouds,Clouds,9,240,2018/01/16 08:00,100,0
2,2,2,light shower sleet,Snow,9,240,2018/01/16 09:00,100,0
2,2,2,scattered clouds,Clouds,8,240,2018/01/16 10:00,100,0
2.49,2,3,proximity shower rain,Rain,7,240,2018/01/16 11:00,100,0
2.49,2,3,proximity shower rain,Rain,10,250,2018/01/16 12:00,100,0
